,name,price,couple-friendly,location,description
655,CABO WABO BEACH HUTS,"₹ 11,844",YES,Arambol Beach | 2.8 km from Mandrem Beach,Location of the Beach Hut is Arambol Beach View On Map (65/0 Modlo Dando Girkar Wado near  small chappel Arambol north goa). Top Facilities of this Beach Hut are Caretaker & Restaurant & Electrical Sockets.
656,StayVista at Mawi Summers,"₹ 24,554",NO,Arambol Beach | 2.8 km from Mandrem Beach,"This 5 Star Villa in Goa is located in Arambol Beach. Full Address of property is Arambol, Goa - 403524 View On Map Key amenities of this property are Kitchenette & Living Room & Power Backup. "
657,Flagship Pravin Holiday Homes,"₹ 1,128",YES,Calangute | 1.3 km from Calangute Beach,"Location of the Homestay is Calangute View On Map (H.No 4/4B, Near Hard Roc Cafe, Prabhuvaddo calangute BardezNear St. Alex Church, Bardez, Goa, Goa). Top Facilities of this Homestay are Caretaker & Free Wi-Fi & Power Backup. "
658,2BHK VILLA WITH PRIVATE POOL/CALANGUTE,"₹ 30,068",YES,Calangute | 1.1 km from Calangute Beach,"Full Address of property is 227, Porbo Vaddo, Calangute View On Map This Villa have 3.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . Key amenities of this property are Power Backup & Restaurant & Housekeeping. "
659,VILLA ZORBA,"₹ 27,252",NO,North Goa,"Location of the Villa is North Goa View On Map (VILLA NO.1 , BHOBE PRIDE , MARRA , CANDOLIM ROAD). Top Facilities of this Villa are Kitchenette & Power Backup & Housekeeping. "
660,Peacock View Wooden House,"₹ 31,144",NO,Calangute | 7-8 minutes walk from Calangute Beach,"This 4 Star Cottage in Goa is located in Calangute. Full Address of property is Naika vaddo House No. 1/286/G, Arradi ( Boa Viagem Rd), Calangute , Bardez -Goa. India View On Map Key amenities of this property are Air Conditioning. "
661,Beautiful Beach front Boutique room near Mandrem beach,"₹ 4,947",NO,Mandrem Beach | 4-5 minutes walk from Mandrem Beach,"Location of the Apart-hotel is Mandrem Beach View On Map (Mandrem, Goa - 403527). Top Facilities of this Apart-hotel are Power Backup & Air Conditioning & Lawn. "
662,Sun Blazer Holiday Home,"₹ 2,714",YES,Calangute | 5-6 minutes walk from Calangute Beach,"Full Address of property is E/5 128-A, Sun Blazer Holiday Home, opposite Vrundavan restaurant, behind Icon pub, Umta Vaddo View On Map Key amenities of this property are Power Backup & Free Parking & Balcony/Terrace. "
663,St.Anthony Holiday Homes,₹ 966,YES,South Goa,"Location of the Apartment is South Goa View On Map (House No.340, Cavorim, Chandor, Salcete, Goa, 403714 Chandor, India ). Top Facilities of this Apartment are Living Room & Free Parking & Lawn. "
664,Casa Caisua 1 BHK Villa,"₹ 9,099",NO,Vagator | 1.7 km from Vagator Beach,"This 5 Star Villa in Goa is located in Vagator. Full Address of property is H.No 1644, Vagator Beach road, Chiwar, Deulwadi,  Vagator,  Bardez, Goa. View On Map Key amenities of this property are Caretaker & Tours and Treks & Power Backup. "
665,OYO Home Elegant Studios Near Porvorim Near Mall De Goa,"₹ 1,489",YES,North Goa,"Full Address of property is Sabnis Valley, Aradi Socorro, Goa View On Map This Homestay have 2.6 Out of 5 Rating where  4.6/5 for Washroom cleanliness &  4.4/5 for Location &  4.0/5 for Cleanliness . Key amenities of this property are Caretaker & Power Backup & Housekeeping. "
666,Regal 4 By Red Stone Villas,"₹ 12,364",NO,Candolim,"Location of the Villa is Candolim View On Map (Regal Haven, 57/11, Orda, Candolim, Goa). Top Facilities of this Villa are Power Backup & Air Conditioning. "
667,Santoshi Holiday homes,"₹ 3,255",YES,South Goa | 6.9 km from Goa International Airport,Full Address of property is Tata housing near mes college tower 3 704 View On Map Key amenities of this property are Living Room & Balcony/Terrace & Barbeque.
668,SSM Beach Classic,"₹ 11,887",NO,Calangute | 5-6 minutes walk from Calangute Beach,"Location of the Apartment is Calangute View On Map (Near Jambleshwar Temple, Ximer Vaddo, Candolim). Top Facilities of this Apartment are Caretaker & Power Backup & Housekeeping. "
669,2bhk Sky water Sea Facing Apt Dabolim Goa,"₹ 3,559",NO,South Goa | 5.5 km from Goa International Airport,Full Address of property is Chicalim View On Map Key amenities of this property are Living Room.
670,Apartment (1BHK Luxurious AC Apartment with Swimming Pool),"₹ 2,468",NO,Assagao,"Location of the Apartment is Assagao View On Map (Paramount De Assagao, B-203, 2nd Floor, 191/10-A Saunta Vaddo, Anjuna-Mapusa Road, Assagao. Bardez Goa 403507 Landmark: Opp Gunpowder restaurant). Top Facilities of this Apartment are Living Room & Free Wi-Fi & Housekeeping. "
671,Goan Holiday  Blue beach resort 2-BHK,"₹ 4,010",NO,Anjuna | 7-8 minutes walk from Anjuna Beach,"This 3 Star Apartment in Goa is located in Anjuna. Full Address of property is calangute, blue beach resort, calangute, little Baga Behind Saw Mill, calangute, Goa, 403509 View On Map Key amenities of this property are Living Room & Free Public Parking & Housekeeping. "
672,Heritage Portuguese Beach Villa-4 BHK Luxury Villa with private pool,"₹ 25,970",NO,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Villa is Candolim View On Map (990, Camoti Vaddo, Candolim, Goa). It’s a 5 Star Villa with overall Rating 4.0 Out of 5 where  5.0/5 for Location &  5.0/5 for Security &  4.6/5 for Amenities . Top Facilities of this Villa are Living Room & Power Backup & Air Conditioning. "
673,Mariners Bay Nest A 6,"₹ 15,573",NO,Calangute,"This 4 Star Apartment in Goa is located in Calangute. Full Address of property is Flat number A5, Mariners Bay Suites, Opposite Nagnath Bhumika Temple, Grand Morrod, Nagoa, Saligao, Goa - 403511 View On Map Key amenities of this property are Living Room & Power Backup & Washing Machine. "
674,Richmonde Park Apartments & Suites Goa.,"₹ 6,712",NO,Bandoli,"This 3 Star Apartment in Goa is located in Bandoli. Full Address of property is Saligao Grand Morod Road, Near Animal Clinic,
Opposite Arbour Restaurant, Goa View On Map Key amenities of this property are Power Backup & Housekeeping & Air Conditioning. "
675,Goa Chunna 2BHK Apartment in Assagao,"₹ 14,564",NO,Assagao,"Location of the Apartment is Assagao View On Map (Willy Villa, Assagao). Top Facilities of this Apartment are Housekeeping & Air Conditioning. "
676,Luxurious 3BHK Villa on Calangute Baga Road,"₹ 15,573",NO,Calangute Baga Road | 560 m from Calangute Beach,"Full Address of property is 6/61A, Shiroli Pulachi, Khobra Waddo, Calangute View On Map Key amenities of this property are Power Backup & Air Conditioning. "
677,Casa Legend Waves Apartment | Rooms & Pool,"₹ 13,406",YES,Calangute | 1.8 km from Calangute Beach,"Location of the Apartment is Calangute View On Map (House no 35/5B, Porba Vaddo, Calangute, Bardez, Goa). It’s a 3 Star Apartment with overall Rating 3.8 Out of 5 where  4.6/5 for Location &  4.6/5 for Check-in Experience &  4.6/5 for Host . Top Facilities of this Apartment are Caretaker & Power Backup & Free Parking. "
678,PineApple Apartment-2 BHK Apartment,"₹ 23,811",NO,Candolim | 5-6 minutes walk from Candolim Beach,"This 5 Star Apartment in Goa is located in Candolim. Full Address of property is Flat 102, A2 Block, near Sun and Sand, Candolim, Goa View On Map Key amenities of this property are Air Conditioning & Paid Airport Transfers & Room Service. "
679,rinan's hideout,"₹ 1,489",NO,North Goa,Location of the Homestay is North Goa View On Map (H.NO 483/3 bouta waddo assagao mapusa). Top Facilities of this Homestay are Living Room & Power Backup & Free Parking.
680,Anthony Guest House by Goa tour Adviser,"₹ 1,494",NO,Candolim | 5-6 minutes walk from Candolim Beach,"This 3 Star Homestay in Goa is located in Candolim. Full Address of property is Anthony guest house by Goa Tour Advisor, Camotin Vaddo, Candolim Beach, Candolim, Goa, India View On Map This Homestay have 4.6 Out of 5 Rating where  5.0/5 for Host &  5.0/5 for Caretaker &  4.7/5 for Check-in Experience . Key amenities of this property are Living Room & Power Backup & Free Public Parking. "
681,Golden Sands 2,"₹ 3,483",NO,Betalbatim | 2.1 km from Majorda Beach,"Location of the Apartment is Betalbatim View On Map (Golden sand Apartment, Unit I-1, Betalbatim). Top Facilities of this Apartment are Living Room & Washing Machine & Air Conditioning. "
682,Deja Blue by Staymaster,"₹ 23,359",NO,North Goa,"Full Address of property is Deja Blue by Staymaster, Vasupradha, 179/119(2), Lane 3, Sangolda Communidade Colony, Sangolda, Chogum Road, North Goa View On Map Key amenities of this property are Air Conditioning. "
683,NIAR LUXURY APARTMENTS,"₹ 3,650",YES,Candolim | 700 m from Candolim Beach,"Location of the Apartment is Candolim View On Map (1205 H ,anna vaddo candolim bardez goa). "
684,Casa di capitao,"₹ 1,412",NO,Anjuna | 4-5 minutes walk from Anjuna Beach,"Full Address of property is Near St.Anthony's Chapel, Praias Vaddo, Anjuna, Goa 403509, India View On Map This Villa have 3.5 Out of 5 Rating where  4.6/5 for Host responsiveness &  4.1/5 for Check-in Experience &  3.8/5 for Location . Key amenities of this property are Housekeeping & Lawn. "
685,Hermitage- Apartment with balcony-Riviera Hermitage,"₹ 2,920",NO,Baga | 2.7 km from Baga Beach,"Location of the Apartment is Baga View On Map (D-2, next to Park Regis Goa, Arpora, Goa). Top Facilities of this Apartment are Housekeeping & Air Conditioning. "
686,Heritage Haven-201,"₹ 1,322",NO,Panjim | 1.9 km from Basilica Of Bom Jesus,"Full Address of property is FLAT No AS1, Block A View On Map Key amenities of this property are Living Room & Housekeeping & Air Conditioning. "
687,Contemporary 3bhk Apartment with rooftoop pool Candolim,"₹ 24,871",NO,Candolim | 5-6 minutes walk from Candolim Beach,Location of the Villa is Candolim View On Map (Nerul). Top Facilities of this Villa are Living Room & Air Conditioning.
688,"Sun-Kissed Holidays, Candolim, Goa- Diamond-","₹ 2,528",YES,Candolim | 830 m from Candolim Beach,"Full Address of property is Lane Opposite to Cafe Coffee Day, Candolim, Goa 403515, goa View On Map Key amenities of this property are Caretaker & Living Room & Housekeeping. "
689,Niar luxury apartment 101,"₹ 3,577",NO,Calangute | 770 m from Calangute Beach,"Location of the Apartment is Calangute View On Map (1205 H ,anna vaddo candolim bardez goa). "
690,The Space Within,"₹ 10,923",NO,Arambol Beach | 2.9 km from Mandrem Beach,"Full Address of property is Girkarwado, Arambol, Goa View On Map This Cottage have 5.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Kitchen . "
691,2 BHK Villa in Nagoa,"₹ 15,488",YES,Nagoa,Location of the Villa is Nagoa View On Map (Villa No 2). Top Facilities of this Villa are Power Backup & Free Wi-Fi & Housekeeping.
692,StayVista | Villa Esencia with Pool,"₹ 16,128",NO,Siolim,"This 5 Star Villa in Goa is located in Siolim. Full Address of property is Villa no 8, Bardez, Siolim, Goa 403517 View On Map This Villa have 4.7 Out of 5 Rating where  5.0/5 for Check-in Experience &  5.0/5 for Host &  5.0/5 for Food arrangement . Key amenities of this property are Caretaker & Living Room & Power Backup. "
693,2 BHK Apartment with Pool in Candolim - Casa Stay,"₹ 3,012",YES,Candolim | 1.2 km from Candolim Beach,"Location of the Apartment is Candolim View On Map (A-102, Candolim North Goa-403516). Top Facilities of this Apartment are Caretaker & Living Room & Power Backup. "
694,Artea Blue,"₹ 2,239",YES,Vagator | 2.2 km from Vagator Beach,"Full Address of property is Grojnd Floor , B wing, Goa Junction, vagator, Anjuna , goa View On Map This Apartment have 5.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . "
695,ElReino Elegant 2bhk apartment in Candolim,"₹ 15,923",NO,North Goa,"Location of the Villa is North Goa View On Map (ElReino - E2,Verem, Goa, India). Top Facilities of this Villa are Air Conditioning. "
696,"Anoop Jo luxury 1bhk apartment Baga Entire flat, sleeps 5","₹ 4,953",NO,Bandoli,This 3 Star Apartment in Goa is located in Bandoli. Full Address of property is Flat no 508 Block 5 Little Baga homes Near arpora narrow bridge  Arpora View On Map Key amenities of this property are Paid Airport Transfers.
697,Vibes Inn | Goa,"₹ 3,219",YES,Nagoa,"Location of the Homestay is Nagoa View On Map (Opposite Holy Trinity Church,Nagoa Circle, Calangute, Bardez Goa 403516). Top Facilities of this Homestay are Free Wi-Fi & Housekeeping & Air Conditioning. "
698,The X & Z Residency,"₹ 1,615",NO,North Goa,"Full Address of property is H. No: 97/A, Street no: Mendes Vaddo, Nagoa, Bardez, Goa View On Map Key amenities of this property are Living Room & Free Parking & Air Conditioning. "
699,Areia By Le Pension Stays,"₹ 3,035",NO,Calangute | 2.0 km from Baga Beach,"Location of the Apartment is Calangute View On Map (A Wing, Areia De Goa Apartments). Top Facilities of this Apartment are Caretaker & Power Backup & Housekeeping. "
700,La sea Vue,"₹ 1,555",NO,Candolim | 5-6 minutes walk from Candolim Beach,Full Address of property is vaddy candolim behind wispering palam beach View On Map Key amenities of this property are Housekeeping & Air Conditioning.
701,Sand Castles Digital Nomad Residences 1,"₹ 1,322",NO,Panjim,"Location of the Apartment is Panjim View On Map (Sand Castles- Miramar Beach Behind Shalom Co-Op Housing Society, Nomoxin, P. O. Caranzalem, Ilhas, Goa). Top Facilities of this Apartment are Housekeeping & Air Conditioning. "
702,Villa The Abode,"₹ 5,006",NO,Panjim,"Full Address of property is 21/170/16, THE ABODE, NAGALLI HILLS, TALEIGAO, TISWADI, North Goa, Goa View On Map This Homestay have 3.7 Out of 5 Rating where  5.0/5 for Check-in Experience &  4.5/5 for Security &  4.1/5 for Cleanliness . Key amenities of this property are Living Room & Power Backup & Free Parking. "
703,Avino Deluxe,"₹ 1,163",YES,North Goa,"Location of the Apartment is North Goa View On Map (Chogm Road, Barroswaddo, main, chogam road near AJ super market, saligaon, Goa). Top Facilities of this Apartment are Free Wi-Fi & Power Backup & Housekeeping. "
704,Paradise Beach House,"₹ 7,503",NO,Talpona Beach,"Full Address of property is Talpona Beach, MDR48, Canacona, Goa 403702 View On Map Key amenities of this property are Living Room. "
705,Micon Studios,"₹ 12,250",YES,Margao | 830 m from Madgaon Bus Terminal,"Location of the Cottage is Margao View On Map (F3, A wing, Kunde Complex, Borda, Margao). Top Facilities of this Cottage are Paid Airport Transfers. "
706,TripThrill Espy Villa Colva,"₹ 5,756",NO,Colva | 7-8 minutes walk from Colva Beach,"This 4 Star Homestay in Goa is located in Colva. Full Address of property is Carmona, Goa View On Map Key amenities of this property are Free Parking & Washing Machine & Housekeeping. "
707,Lovely 1BHK 9 Near Candolim Beach with WiFi AC POOL,"₹ 10,122",NO,Candolim | 1.6 km from Candolim Beach,"Location of the Apartment is Candolim View On Map (Ground floor B 15, Greenwood Meadows Candolim Pilerne Road, CANDOLIM). Top Facilities of this Apartment are Air Conditioning. "
708,"This is Cottage California 30 at Arossim, Goa, Ind","₹ 1,835",NO,Arossim Beach | 2-3 minutes walk from Arossim Beach,"This 3 Star Cottage in Goa is located in Arossim Beach. Full Address of property is Arossim, Goa, India View On Map "
709,LaOlalian Brand New 2bhk Private Pool Villa Anjuna,"₹ 23,884",NO,Assagao,"Location of the Apartment is Assagao View On Map (LaOlalian-17 , Anjuna). "
710,Jolenes Ashvem,₹ 890,NO,North Goa,"Full Address of property is House no. 130 Ashvem Beach Road, Mandrem 403527, Goa View On Map Key amenities of this property are Air Conditioning. "
711,CalanguteBaga2BHK/Pool/Beach/Parking/Kitchen/N0-7,"₹ 4,780",YES,Calangute | 770 m from Calangute Beach,"Location of the Apartment is Calangute View On Map (Mapple leaf Residency,,goa, Goa, India). Top Facilities of this Apartment are Caretaker & Living Room & Power Backup. "
712,3 BHK Villa Kamalaya Assagoa | Infinity Pool,"₹ 41,314",NO,Assagao,Full Address of property is Kamalaya Assagao Hs No 278/2  Behind Vinayak Restaurant Assagao Goa  View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping.
